,ASSET_000,ASSET_001,ASSET_002,ASSET_003,ASSET_004,ASSET_005,ASSET_006,ASSET_007,ASSET_008,ASSET_009,ASSET_010,ASSET_011,ASSET_012,ASSET_013,ASSET_014,ASSET_015,ASSET_016,ASSET_017,ASSET_018,ASSET_019,ASSET_020,ASSET_021,ASSET_022,ASSET_023,ASSET_024,ASSET_025,ASSET_026,ASSET_027,ASSET_028,ASSET_029,ASSET_030,ASSET_031,ASSET_032,ASSET_033,ASSET_034,ASSET_035,ASSET_036,ASSET_037,ASSET_038,ASSET_039,ASSET_040,ASSET_041,ASSET_042,ASSET_043,ASSET_044,ASSET_045,ASSET_046,ASSET_047,ASSET_048,ASSET_049,ASSET_050,ASSET_051,ASSET_052,ASSET_053,ASSET_054,ASSET_055,ASSET_056,ASSET_057,ASSET_058,ASSET_059,ASSET_060,ASSET_061,ASSET_062,ASSET_063,ASSET_064,ASSET_065,ASSET_066,ASSET_067,ASSET_068,ASSET_069,ASSET_070,ASSET_071,ASSET_072,ASSET_073,ASSET_074,ASSET_075,ASSET_076,ASSET_077,ASSET_078,ASSET_079,ASSET_080,ASSET_081,ASSET_082,ASSET_083,ASSET_084,ASSET_085,ASSET_086,ASSET_087,ASSET_088,ASSET_089,ASSET_090,ASSET_091,ASSET_092,ASSET_093,ASSET_094,ASSET_095,ASSET_096,ASSET_097,ASSET_098,ASSET_099
2025-02-15 09:00:00,100.49794982282872,99.3238018480191,100.34889346896982,98.03891251228991,99.5292539505105,100.09825438370392,100.07886884479828,100.32066544301274,100.66621045168931,100.96552597977752,101.03592350479099,100.80408943158068,99.78158859905135,101.12380030798747,99.73481495786814,101.37930380083564,101.44293398138495,98.1932723790085,100.41363416889601,100.96589332907102,101.57410119149282,99.46292516529738,98.75518150678239,98.55747580881459,100.27689337455541,100.55607224327778,99.85905707529115,99.256685119532,101.16059481794008,100.7865062032274,98.60993024937251,100.5779407838692,101.16696018106572,99.66387508060203,99.94959278022588,100.52367978220424,100.07786865440657,100.08493967128098,100.3909694034882,100.49296498544615,103.08196456640518,101.31013672412959,98.75801087186763,100.16712242036662,100.08066478425684,98.96635613560125,100.41318037306077,98.9632109761279,99.66537487856371,100.06812920216773,98.94260528801843,98.89439852330348,99.22116702723208,99.29552213508583,100.22701352601328,101.46113428500603,100.63784054608271,100.6940389873705,100.48135453054128,99.61303917665023,101.84301333905607,99.28066165062515,100.12973420744518,99.7160187714308,100.25007497461324,101.28243391661442,102.17373546527884,101.26836005150403,100.10313981131453,98.81870279706104,99.72263482122204,99.91291637280251,99.4828911473539,99.05168471001313,100.35103774846532,98.84693409566219,99.934517665455,99.86485519504866,99.12388948922826,100.51612481532194,100.67870697841055,99.90395175622547,101.11566407913797,99.41336663840954,99.4478045862234,100.06262205509329,99.69333227706703,100.79649132045748,98.24831472026023,99.55182545764131,102.64780370688594,99.89832646100108,99.95008241790451,100.9079837309637,100.75166712751897,101.41218477272076,100.13051410281118,100.74131485864754,98.67876793632361,102.31106455908832
2025-02-15 10:00:00,100.35909305160806,99.0208311891921,100.63360870127214,97.0100527608359,100.5423101291736,100.0341037308029,100.64379877523939,101.44596843691392,100.36856255602862,100.592679263339,99.87531761410193,100.75454694144366,100.16442333666544,101.42356334729479,98.88281223862259,101.26960477699471,100.48336915981004,97.86179309886184,102.21004720277863,102.42413579912468,101.47843471007394,101.76900324424763,98.0009597222423,98.66522806226432,101.32896004880962,102.33509892490285,99.72400844936523,100.01094953855892,101.12930134845554,98.86313261086579,99.15162028711006,102.63927833686255,101.21237401876711,99.49188230982571,99.7452197521482,99.81723602392807,99.97381019613286,101.24762119858552,100.77030901193393,101.10609185808703,102.92941493894298,102.74926140491816,100.51337775968689,100.07697306182712,97.84082955347732,97.74568467100487,100.33049838219009,100.79572573929076,99.62725625968434,101.23272129576688,98.13434608819074,98.15596060631346,99.38685711561365,99.67558328843845,100.10314290532214,101.50945878148679,100.041132383916,99.80969212277793,100.05696457126298,99.43648905405004,101.7308506422742,100.4034468154035,101.57992892219589,99.31107838226059,100.88053442079332,101.86743788257193,100.63618853788914,100.46365892130487,100.10253000801366,99.05884161100515,99.88330035958454,99.77299051666988,100.32084815383394,100.1136990593596,101.0523994693836,98.79308027826652,99.44841090658201,99.11464625096946,99.73637836670994,101.02008632568456,101.20334662212906,99.62427233589243,101.92059568786189,98.80038317554232,100.02402251586835,99.92191434021731,100.6447183856422,99.65596171836768,97.95390995002904,99.77558590139633,102.82061845396717,101.51441557173962,99.00811401552953,100.22804468903135,100.0413962344757,100.24778042390533,98.92589900391067,101.9619224501478,99.14227127318614,101.32828447231832
2025-02-15 11:00:00,101.01121698049857,98.4310628333015,99.69555437285588,96.44224442285547,100.34324581932069,100.99076456564977,100.98768290303298,99.930400050801,100.30175297987157,100.01134958131036,100.45169408734718,100.30566805705969,100.9034872979932,101.81427483448975,99.32617682794228,100.17868540440796,102.04186641803707,97.88865111595435,100.6642044674329,102.42023433010665,100.13817217277787,100.24973812061562,98.08608997974963,99.14567748807109,101.33289480908306,101.87413045165879,99.79970567304109,99.5839370174734,101.5030584835697,99.62924920965924,99.03195476164288,103.16009581972123,100.73858994818332,99.08503453892021,100.30282698834012,99.24630026150389,99.7870844781988,99.43677150436585,101.67428667804796,101.88029110489288,101.16227244265883,102.4288823824805,100.21132493416303,100.37999551418272,98.80064063353946,98.16975901863754,100.80534545096909,102.34152742229787,100.44628724143169,99.80565973150523,98.80712499693897,98.89718839324271,99.24541962924381,98.10207222892664,99.86230198012642,100.65725267821482,100.23358095024528,100.11631677722733,101.39215151988246,98.76239535577974,100.99360196457476,99.45633276561966,101.8186761786865,100.62952760438452,102.35565732111469,102.61992536817999,101.53674672622589,100.86890206650996,99.31223582618208,99.06431867078696,99.99175175142918,100.41843606225396,101.65922708957658,99.78544870610303,100.41545576343769,100.18281052573236,102.05039102984148,99.9881069888334,100.04550357587863,101.06711899214886,101.71324816953098,100.73200505834387,103.70019979265903,97.87178773816824,100.18900712826422,98.72919804702065,100.48493660497346,100.98109248500167,98.37608642254494,97.79490296704743,100.9880270276033,101.38311697560324,99.44363269976193,100.50107780115152,100.35462803300597,99.52098761079785,98.27190253558135,101.79841366431997,99.62633107417653,100.16392774593783
2025-02-15 12:00:00,102.56142305850935,98.53980851685161,100.27505179140732,96.58669655275395,100.43416712641763,102.55070755767039,99.705357922237,101.68400362235941,100.12599555602462,100.94913710159565,99.83158053802684,100.4743382640659,99.7164683610614,100.59396098252348,98.32348148470426,101.58288372230373,102.92968354593515,98.67029827783308,100.47937727937703,102.66079631968547,98.7572256942186,101.63790035012477,98.01263002884511,99.67091098450163,100.28629431650702,103.22839368178458,99.99206368802336,101.82829933233555,101.63706373480909,99.29052002441213,98.75183006017073,101.67104686800322,99.87859624371043,99.18838900599759,98.97087573270768,99.5110177785362,98.40293184713839,99.17166487160395,101.1641899001451,101.89210638876975,101.68464183090276,101.50788241425867,99.30798526552707,99.26246345587849,98.09474799769004,97.93805648316214,101.74778545990817,102.37144104659367,100.11221857297126,97.85429806480728,99.22090313447623,99.13084180681405,100.46815503357907,99.28132289878128,100.14015484860694,100.28041372140473,100.37100975115887,101.03706872462952,100.10236072610903,98.45149177931218,100.63000258567045,100.03618201900339,102.53742520239662,100.62541538261165,101.8157891743047,101.10370104521604,101.7003548434439,101.43440366187623,99.69931813944723,99.38113451392162,100.5240071080168,100.1854530316627,101.64673826556205,99.32739661796609,99.4833406828031,100.2705125308341,101.53860915259256,99.27468936846768,101.49609186583126,101.19159364947762,101.5230923658977,101.01903819901506,105.23035829868175,97.81529442807695,100.11995665492033,99.94600209161118,101.52786765240542,100.31177959943227,96.1833711450079,98.01806372116529,100.88305393224262,101.24416075867597,99.62099191746219,99.92431141202442,99.58486614741145,100.69149934197976,97.74069223250827,101.94803016910213,99.86984752904641,99.97520759794494
2025-02-15 13:00:00,102.32155296680716,99.72659575585669,98.7919477961882,97.58098397902472,101.15726301706512,103.25749846597527,99.51985907543865,102.020203650709,100.64202211182749,98.22899137342182,99.50526361856646,98.36003761926673,99.81697233100132,100.99861499936964,99.44514852444814,101.46798048299239,102.00561260818155,98.68108508240945,100.37635306695852,101.92292239317125,98.4194123792758,101.96967952132727,98.46772232267143,100.55426529450793,101.47281302615323,101.19749817713928,102.27425200881154,101.71301848273129,103.05451045253457,100.28133214608559,99.51273520901577,100.86257049731915,98.40150313945728,98.38359984361027,100.74858878874429,98.82401308519181,98.01404079331151,99.5976182834853,99.44909799809125,102.70802257212014,101.61984758708111,100.92372836443492,99.64647263284341,98.56923192374776,99.3931764595798,97.72272649740447,102.9138980305624,100.18845717292552,100.37534160103733,97.25292845716507,99.64095671723572,98.02480803371787,101.23102530059485,98.38357758165768,100.00720104495564,100.47177338492621,99.5630949841919,100.89294173228002,100.02838524086712,98.5053554947791,102.08926272346162,99.14727264371953,102.71557066118862,100.07698840082668,100.8497237446677,98.31475985791093,101.16584743168902,101.72939882806335,98.52144850555199,100.15020064555597,100.53235706603513,101.17379703396054,101.00960412370836,100.66648761085281,100.47729859357506,102.00894198712133,103.63309518770727,97.5757106210595,103.92808811239324,102.1724840519249,101.8684989718516,99.77429141217846,105.63445509774434,97.48509773053733,99.72200636879035,98.29899375179664,102.16409253605133,98.49326798403125,96.56524609543715,95.38911491742795,101.51531835395433,101.63104932405633,100.5327013862954,99.3841499394821,98.28337091037912,101.59833744808341,96.49113345793977,103.4618976489521,98.41652523047013,99.77433444423079
2025-02-15 14:00:00,102.08226064158869,98.96061845944575,98.14777569237465,98.26068495798297,101.09763482964806,104.3072938577438,100.17162935988166,102.13220819457118,100.93040197338125,96.98412219353584,99.55264364636875,96.5261656857033,99.41754489961805,101.63861797825756,100.83602893497662,100.92880923913268,102.34327330380435,99.67960065133174,99.88259990067229,102.43770661736144,96.8761023944323,102.2837782854279,98.87385705804131,101.42549737547257,101.23817442949586,100.89314035974706,102.01014656623816,101.40104482230541,103.72233927549017,98.85040120274836,99.08112319203623,100.19244355406225,97.91495567588964,98.82512047408714,101.59988473569292,98.41826921559101,98.58564355979924,97.12978932247286,101.05000305749977,102.16233963139058,101.77984828388442,101.99621910934309,99.15081536144625,100.20529539316621,98.50395625961362,98.02969478794104,104.62594673293329,102.05884612551348,100.62380294940712,96.71893698015371,99.15773459192553,99.38619934095234,102.18366268475079,97.7437522793711,101.87200895925288,99.61718762167479,100.168474730492,102.32892656484118,100.28359991058153,99.00132111352355,102.89313468466563,99.34274417322916,104.71980687151922,100.24965858281809,101.70686649363931,98.48653272010365,98.82524123102385,100.48798576074056,100.9795513820147,99.40582370314772,100.55023754286776,100.62620289043068,102.2196086774394,100.26121425697426,103.35576579700785,99.63556321366306,102.25780304124777,97.88475907068207,105.47995697035013,102.93218877656565,103.5705944443205,99.2624779805855,105.52229457429334,98.80080902795173,100.73550615048295,97.80603787465948,102.81995464390299,99.35660455101792,95.7588669718412,95.14630238514917,101.63628838598784,102.46712875857934,100.82766088770427,100.41343423136728,96.85193136730253,103.17736102156991,95.79787721853538,102.84814974392566,97.57957780967809,98.89238729707603
2025-02-15 15:00:00,103.70715327095259,99.95600934317726,96.20519708907159,97.10867863307317,99.27643709412224,104.0807717098817,100.59126367144435,101.16494309914539,102.87291477707177,97.2197427381211,99.43375818834167,96.92281377468116,98.58958232265618,102.63546998429962,99.86332330130418,101.82930379862005,102.65260923074895,100.89446672578978,99.8221913339217,103.08773064180417,97.44658169829967,102.61395834775648,100.56207163347797,102.4442114299808,100.98667591031654,101.63519516473497,102.5864141656592,99.87235350253866,104.14925081764453,99.39696500511246,99.5356899383437,100.04372266580619,97.93048857982136,98.05679595595933,100.7718566577001,97.93290521898614,98.03716449396735,97.09590495708284,101.2183125237559,103.64695581322867,101.93502880233952,102.756611364244,98.12527368218305,101.55512923696153,98.33182394175482,96.73139950311561,105.84936686105053,100.90780459187559,101.4390066364631,95.12802483911436,98.95409422695309,99.71107790433797,102.1910347911244,98.98489471423085,99.91460745594223,98.65552553051577,100.5120406175986,101.25458506624139,98.68477745894725,99.91083733571648,103.59993017895786,98.33488350845393,104.75419837623438,101.00091072201631,101.74883993970485,98.4422883168335,98.9479137014504,99.59053193714784,101.2990552928656,100.66570389369507,100.12042947717966,101.23244788258954,102.94398887438356,99.450559778137,103.31274321484945,98.44378988021401,102.51949955190776,98.63050736683954,104.43947765306838,102.01857807446211,101.454210030788,98.95213820670567,105.28641470967553,99.88529937710128,98.62623780378955,98.41455867389014,102.928094921957,98.67122963951329,97.54962194797268,94.13533762520883,101.99462249345628,102.07850383939241,101.49914878796477,101.25252691041115,96.26649912377518,103.54440071272334,96.143172902462,102.98503294927488,97.80281509992427,98.78347874383545
2025-02-15 16:00:00,104.50609975697094,99.17772690456603,97.71642339496303,96.74838381183163,100.31488892300216,104.21137587470639,99.80783701682354,100.52273159532324,102.47849322082072,98.03789867743284,97.78103276176823,95.49235890031376,97.9589521948976,102.07315371025767,100.27308480428863,102.38845875781917,101.85788108170173,101.59808079376825,100.43841177622852,101.12076074592231,97.63988549671261,102.75894655665854,99.04535175448454,105.17544759821263,101.50077510630211,102.14010069597958,103.07005055121525,100.67345582573348,103.47509775379883,100.494238822254,99.04690450586212,100.72951152704994,99.48407043166425,98.17123065005707,99.68263115481281,97.60347505766441,98.18431302571624,97.59101957668854,100.74178278347743,102.61533557092557,102.56952573256967,102.57134086782531,98.66027975418044,99.7833617938121,99.26790334453068,97.51294061566618,109.18847842999931,101.98501261708586,101.87424560804648,95.15487296585812,97.67754256483092,100.830674006993,101.61592860862972,98.31182542340183,100.76048013996528,99.43546523205701,99.10867843627614,101.30901356603528,97.37414633201294,98.36388343014455,102.9345732825679,97.1395040809023,105.27072273349292,101.24293323995397,102.44207680305348,98.90179999904252,99.20682771615493,99.03258821477867,101.72635558223347,99.77087320449975,100.11648596823117,100.73561189046019,102.20521680734687,101.19444306397953,102.5841954703569,97.59024596648501,102.55107967621572,97.69132440955268,105.49648433816728,104.03338865584948,102.67950008998845,98.01784844639775,105.69209494745301,99.11700628338565,99.3962958004778,98.69875956800198,103.53878711865639,99.09470870562154,97.13260721651092,94.39153536877379,101.99233093202132,102.48389184981596,102.62536633821276,100.98798697981135,95.3810845832901,104.04701963771959,95.99379453798174,103.08880352133305,98.70770233205339,98.529509526236
2025-02-15 17:00:00,104.01662027630101,98.34062227785549,97.49042326314661,96.82230418449474,101.58170155803283,105.77123669312624,100.22380569304907,100.1439304121931,104.33235002034003,98.87158480613586,99.14156115104927,94.77820265318564,98.4482070030345,103.1370578177544,99.34317821079374,102.51463241020346,102.49493958552924,101.25675879415978,100.01257989849437,101.86013076184055,97.6882479631214,102.4927777047051,99.24578811218356,105.31739390964762,102.36354955315288,101.18977158319228,102.04706066169678,100.51389916899764,101.56410965641274,101.32326341397153,99.29510845979158,101.04106846579359,100.53568252050853,98.34787489821831,99.54562554646311,98.69016787617801,99.94694926157696,98.79082805782969,101.05044566089296,102.68829513741873,101.24434016044074,102.77811045538839,99.08736094173231,100.8921158087222,99.98593624586505,97.80447526794995,109.53538796088407,100.59545381412194,101.48640310980824,96.36133371356925,99.85003411465901,100.06014505060752,100.91318166090022,99.44597817480528,102.03624105751857,100.19546380340627,100.18856865598688,100.23455489550037,96.86518073816343,98.16466728359889,103.54539041815514,97.83679856622007,104.35586092731832,101.48445135153861,104.38737849971913,99.6472270688794,97.96220967276706,100.40150407594501,101.68563604862997,100.488204191522,102.89980298979864,99.25717111879318,104.25679079986973,101.75303802216642,101.71551942422221,97.99097028347819,101.72042286068539,96.79581946843277,106.77693561419707,104.35797966729237,101.78110007254797,98.18728100808926,106.30212031823167,98.27433126149705,100.113627488646,101.66288084957553,101.40951372955662,98.25542258910328,95.57891906408466,94.19692037309292,103.28516389317146,102.69369660158252,103.5490538608038,100.2144806389571,95.74657819000646,103.61532567570558,95.79577198733533,102.72024450557602,97.95671289578118,99.86468472074473
2025-02-15 18:00:00,104.58250664510102,99.1489372170218,99.62598165731416,96.5687617532929,99.7385493036884,106.3298156768427,101.1449498182388,98.72615599174287,102.45913527530823,96.21557427070886,100.27263553676356,94.97673107252349,97.00975501066203,104.13366465939838,97.5993278104953,101.90663645381852,102.21418026353118,101.566325920965,100.90276027880971,103.03138403456002,97.08507323923126,101.87438883567323,98.046417210399,107.34335869739088,102.28637988585139,102.76418576233057,100.68966969505347,101.64918679301145,101.38951121992945,102.11293820488258,98.50982067760128,101.86792530634085,101.42164917963868,99.48222512983111,102.09641932760663,98.56671217149207,102.30533044313914,99.71681711553022,101.4911844292738,103.66278905418893,102.32492572000041,103.9410740459128,99.068346197886,101.15459262574078,101.71083206038239,95.9279157745349,110.44239542535925,99.69038957890413,101.58478545540284,96.86363787263139,101.10941400095615,98.80543562116053,101.31030058061947,99.31905122590724,102.91504000944344,101.49862500812552,101.19100076229184,100.55037905526754,97.00992249181975,97.64348462203215,104.26579013695765,98.48541599916494,103.05346027918583,101.78908230603739,106.31867250184301,100.68044831524432,98.6898061342955,100.68870404852177,102.25250660546676,98.68139384840207,102.79325109544206,98.80134688375134,106.60188055739413,100.85227238857604,102.20342387406174,96.7412644668198,102.85468253116244,94.88886010928411,106.77299720829336,105.29634881557402,100.97241494000599,98.09295076767658,104.63916624883677,97.0189288516422,100.02158168545957,101.0376618155664,101.91720314113695,98.65076394863202,97.0566476958105,94.51189914125752,104.19113048324355,104.02877581269601,105.70792358101937,100.42088108616815,94.43536366591259,103.8085005656607,95.95674286542469,103.35176901746665,99.66981618507621,100.91604991069391
