timestep,state_id,entropy_H,coherence_k,emergence_eta,bifurcation_B,reducibility_score
0,STABLE_ORBIT,0.09932434396997963,0.9,0.0,0.0,0.9414490285733592
1,STABLE_ORBIT,0.0882241028881693,0.900500492142159,0.0,0.0,0.9343885677348983
2,STABLE_ORBIT,0.10387456284817861,0.9010009341352737,0.0,0.0,0.9584613950064818
3,STABLE_ORBIT,0.10516198375535123,0.9015012758353248,0.0,0.0,0.9564263359772118
4,STABLE_ORBIT,0.09025299712193435,0.9020014671083424,0.0,0.0,0.9493644341776419
5,STABLE_ORBIT,0.1006968264963334,0.9025014578354289,0.0,0.0,0.9483117607880792
6,STABLE_ORBIT,0.110402547889441,0.9030011979177819,0.0,0.0,0.9568435617234176
7,STABLE_ORBIT,0.1111181237459846,0.9035006372817129,0.0,0.0,0.954511890873013
8,STABLE_ORBIT,0.07424077999410539,0.9039997258836656,0.0,0.0,0.9626050829025266
9,STABLE_ORBIT,0.11410376325665464,0.9044984137152298,0.0,0.0,0.9476676700557665
10,STABLE_ORBIT,0.1017632522553759,0.904996650808152,0.0,0.0,0.9490388621905393
11,STABLE_ORBIT,0.09655110195653044,0.9054943872393428,0.0,0.0,0.9679496743685492
12,STABLE_ORBIT,0.10503833830639317,0.9059915731358786,0.0,0.0,0.9532380910799267
13,STABLE_ORBIT,0.10045947446115695,0.9064881586799994,0.0,0.0,0.950364906474205
14,STABLE_ORBIT,0.09620518237078428,0.9069840941141,0.0,0.0,0.9471423545891883
15,STABLE_ORBIT,0.10331893112194813,0.9074793297457155,0.0,0.0,0.9465709936555269
16,STABLE_ORBIT,0.09857078999911431,0.9079738159525016,0.0,0.0,0.9619756392438781
17,STABLE_ORBIT,0.09724448721139962,0.9084675031872054,0.0,0.0,0.9459678251898384
18,STABLE_ORBIT,0.11035141426955618,0.9089603419826306,0.0,0.0,0.9667201608528518
19,STABLE_ORBIT,0.09827005062145508,0.9094522829565944,0.0,0.0,0.9693640755682329
20,STABLE_ORBIT,0.09938973580978529,0.9099432768168749,0.0,0.0,0.9519835601457802
21,STABLE_ORBIT,0.10355200566139132,0.9104332743661507,0.0,0.0,0.9366648564757278
22,STABLE_ORBIT,0.09636183040738652,0.9109222265069301,0.0,0.0,0.9301412821232085
23,STABLE_ORBIT,0.11161004303550592,0.9114100842464707,0.0,0.0,0.9510615693551654
24,STABLE_ORBIT,0.0986400037498994,0.9118967987016888,0.0,0.0,0.9641408069455505
25,STABLE_ORBIT,0.11285372748744567,0.9123823211040568,0.0,0.0,0.9724336888793675
26,STABLE_ORBIT,0.10729701732524828,0.9128666028044905,0.0,0.0,0.9440276857207469
27,STABLE_ORBIT,0.08954011930655184,0.9133495952782232,0.0,0.0,0.9489378723051991
28,STABLE_ORBIT,0.11775690754438085,0.9138312501296681,0.0,0.0,0.952075360740613
29,STABLE_ORBIT,0.1146105720910982,0.9143115190972673,0.0,0.0,0.9364403229560736
30,STABLE_ORBIT,0.08860551907827897,0.9147903540583278,0.0,0.0,0.9502675072780877
31,STABLE_ORBIT,0.10063902646405895,0.9152677070338432,0.0,0.0,0.9459649878336981
32,STABLE_ORBIT,0.0946859251227992,0.9157435301933016,0.0,0.0,0.9305556017527719
