timestep,state_id,entropy_H,coherence_k,emergence_eta,bifurcation_B,reducibility_score
0,NORMAL_STATE,0.19990620824056102,0.8169294020810262,0.0,0.05,0.8
1,NORMAL_STATE,0.19293977025051912,0.8951520929924583,0.0,0.05,0.8
2,NORMAL_STATE,0.22725912583297092,0.7566434415109129,0.0,0.05,0.8
3,NORMAL_STATE,0.2168279716415663,0.7963605937649867,0.0,0.05,0.8
4,NORMAL_STATE,0.21265590903058293,0.8032414654905703,0.0,0.05,0.8
5,NORMAL_STATE,0.19071110950196005,0.8241454599644981,0.0,0.05,0.8
6,NORMAL_STATE,0.24156023062967977,0.8366645575610188,0.0,0.05,0.8
7,NORMAL_STATE,0.192237632098065,0.7550668499498344,0.0,0.05,0.8
8,NORMAL_STATE,0.19740821350636778,0.7672359649387518,0.0,0.05,0.8
9,NORMAL_STATE,0.1823970068738316,0.7235459495490214,0.0,0.05,0.8
10,NORMAL_STATE,0.22283758507398155,0.838259472498516,0.0,0.05,0.8
11,NORMAL_STATE,0.21292962954843828,0.8565889089366668,0.0,0.05,0.8
12,NORMAL_STATE,0.21300343162099394,0.8542388480382304,0.0,0.05,0.8
13,NORMAL_STATE,0.18694323071420935,0.7405949303620977,0.0,0.05,0.8
14,NORMAL_STATE,0.19995051586407986,0.800847279633084,0.0,0.05,0.8
15,NORMAL_STATE,0.1950752671315015,0.9165483731718741,0.0,0.05,0.8
16,NORMAL_STATE,0.23020606354552656,0.8187669344209421,0.0,0.05,0.8
17,NORMAL_STATE,0.15556804683710937,0.8355849909737073,0.0,0.05,0.8
18,NORMAL_STATE,0.18867337437260573,0.7859930482923884,0.0,0.05,0.8
19,NORMAL_STATE,0.1743730915204116,0.8602967637903632,0.0,0.05,0.8
20,NORMAL_STATE,0.19276905603887046,0.7555972864027065,0.0,0.05,0.8
21,NORMAL_STATE,0.1762318707866701,0.775930431199082,0.0,0.05,0.8
22,NORMAL_STATE,0.16665430894821373,0.7220305740646219,0.0,0.05,0.8
23,NORMAL_STATE,0.16084758026137247,0.8074201068289317,0.0,0.05,0.8
24,NORMAL_STATE,0.2156826185887345,0.7897863229552095,0.0,0.05,0.8
25,NORMAL_STATE,0.20176092804584322,0.8041344190608329,0.0,0.05,0.8
26,NORMAL_STATE,0.195509774167451,0.8502827258143053,0.0,0.05,0.8
27,NORMAL_STATE,0.18290427258727698,0.7853036809371206,0.0,0.05,0.8
28,NORMAL_STATE,0.20452567643093378,0.7615334282417269,0.0,0.05,0.8
29,NORMAL_STATE,0.20075166122598465,0.7473052080606857,0.0,0.05,0.8
30,NORMAL_STATE,0.2125128642348869,0.8336364485459726,0.0,0.05,0.8
31,NORMAL_STATE,0.23061302176861337,0.9070645406737545,0.0,0.05,0.8
32,NORMAL_STATE,0.21727291226127898,0.8206524337990644,0.0,0.05,0.8
33,NORMAL_STATE,0.1979763029769643,0.7783847664750481,0.0,0.05,0.8
34,NORMAL_STATE,0.19927246306504476,0.7566297866424585,0.0,0.05,0.8
35,NORMAL_STATE,0.19857437648098486,0.7156038582564936,0.0,0.05,0.8
36,NORMAL_STATE,0.22581303350157175,0.7336430590605361,0.0,0.05,0.8
37,NORMAL_STATE,0.2137150783100714,0.8219726690352083,0.0,0.05,0.8
38,NORMAL_STATE,0.18808627017731874,0.727961014873015,0.0,0.05,0.8
39,NORMAL_STATE,0.16324590820445453,0.8112860264455121,0.0,0.05,0.8
40,NORMAL_STATE,0.1691736965029037,0.8115655810897505,0.0,0.05,0.8
41,NORMAL_STATE,0.1451302057315854,0.8788208439805163,0.0,0.05,0.8
42,NORMAL_STATE,0.22294926945883842,0.8058514899054594,0.0,0.05,0.8
43,NORMAL_STATE,0.1940864176596698,0.8257454185589285,0.0,0.05,0.8
44,NORMAL_STATE,0.2301139513741125,0.778603549224594,0.0,0.05,0.8
45,NORMAL_STATE,0.19834218200265494,0.8843198268408163,0.0,0.05,0.8
46,NORMAL_STATE,0.20648565380971223,0.8163255667538758,0.0,0.05,0.8
47,NORMAL_STATE,0.18342642409810142,0.8964359785237536,0.0,0.05,0.8
48,NORMAL_STATE,0.2025409175093324,0.7968362002358946,0.0,0.05,0.8
49,NORMAL_STATE,0.17770576052025658,0.7496892760562484,0.0,0.05,0.8
50,NORMAL_STATE,0.24356123879025698,0.8142236936611846,0.0,0.05,0.8
51,NORMAL_STATE,0.23389410342260628,0.705483457548469,0.0,0.05,0.8
52,NORMAL_STATE,0.1965792833275657,0.700004075649692,0.0,0.05,0.8
53,NORMAL_STATE,0.16010956028227552,0.7472659808571044,0.0,0.05,0.8
54,NORMAL_STATE,0.2052029064358564,0.7803893942760158,0.0,0.05,0.8
55,NORMAL_STATE,0.21072696518405304,0.9248549385973811,0.0,0.05,0.8
56,NORMAL_STATE,0.1685565322006704,0.7829759233697497,0.0,0.05,0.8
57,NORMAL_STATE,0.20044891111699603,0.8079359991941428,0.0,0.05,0.8
58,NORMAL_STATE,0.19147454675824727,0.8327159734505767,0.0,0.05,0.8
59,NORMAL_STATE,0.1867905466660692,0.7435159149042454,0.0,0.05,0.8
60,NORMAL_STATE,0.1892434363095719,0.7533705530818974,0.0,0.05,0.8
61,NORMAL_STATE,0.17805785760558118,0.7864872273476359,0.0,0.05,0.8
62,NORMAL_STATE,0.19574921686319458,0.7639864091279482,0.0,0.05,0.8
63,NORMAL_STATE,0.18912969526108075,0.8358865052661828,0.0,0.05,0.8
64,NORMAL_STATE,0.22457039850172625,0.764208850102879,0.0,0.05,0.8
65,NORMAL_STATE,0.2106300989921124,0.8066840711371206,0.0,0.05,0.8
66,NORMAL_STATE,0.2098495840358685,0.7598887170018072,0.0,0.05,0.8
67,NORMAL_STATE,0.23765996673475814,0.7643258956402877,0.0,0.05,0.8
68,NORMAL_STATE,0.23055370400933278,0.8641097912448958,0.0,0.05,0.8
69,NORMAL_STATE,0.23865971393561122,0.763677439148384,0.0,0.05,0.8
70,NORMAL_STATE,0.16026657728790838,0.8464109693573535,0.0,0.05,0.8
71,NORMAL_STATE,0.22619878879536248,0.792519327177561,0.0,0.05,0.8
72,NORMAL_STATE,0.19675090482663696,0.8227540214057739,0.0,0.05,0.8
73,NORMAL_STATE,0.18768861170797252,0.7974273360121726,0.0,0.05,0.8
74,NORMAL_STATE,0.19409347366664692,0.8150143010298087,0.0,0.05,0.8
75,NORMAL_STATE,0.19920520963614816,0.7937087959147705,0.0,0.05,0.8
76,NORMAL_STATE,0.2106007006037879,0.7882392729988563,0.0,0.05,0.8
77,NORMAL_STATE,0.18022094433778202,0.8067281641348217,0.0,0.05,0.8
78,NORMAL_STATE,0.20945021796564556,0.804139217035641,0.0,0.05,0.8
79,NORMAL_STATE,0.2044813859367184,0.765613127609724,0.0,0.05,0.8
80,NORMAL_STATE,0.1593942996801598,0.8561331171630442,0.0,0.05,0.8
81,NORMAL_STATE,0.20449100377576365,0.8190833075662678,0.0,0.05,0.8
82,NORMAL_STATE,0.2090280231744212,0.7807078749183475,0.0,0.05,0.8
83,NORMAL_STATE,0.18878878319279493,0.8864483654955161,0.0,0.05,0.8
84,NORMAL_STATE,0.2018152464496261,0.7459824122607858,0.0,0.05,0.8
85,NORMAL_STATE,0.1973059388248609,0.827646446196016,0.0,0.05,0.8
86,NORMAL_STATE,0.19986252910585162,0.7753872658409422,0.0,0.05,0.8
87,NORMAL_STATE,0.1624214612495396,0.8341892909497746,0.0,0.05,0.8
88,NORMAL_STATE,0.18641363551419693,0.8288829506202814,0.0,0.05,0.8
89,NORMAL_STATE,0.20074962216173578,0.7767870696735717,0.0,0.05,0.8
90,NORMAL_STATE,0.19197168643387716,0.7683685244384983,0.0,0.05,0.8
91,NORMAL_STATE,0.21389758493927827,0.804375438347823,0.0,0.05,0.8
92,NORMAL_STATE,0.22236261952692254,0.7616622128865025,0.0,0.05,0.8
93,NORMAL_STATE,0.23951443282856877,0.9210415873590406,0.0,0.05,0.8
94,NORMAL_STATE,0.2125416891337032,0.7622875256940218,0.0,0.05,0.8
95,NORMAL_STATE,0.1623715520152395,0.6638551011960914,0.0,0.05,0.8
96,NORMAL_STATE,0.20658249858546096,0.7438687817381294,0.0,0.05,0.8
97,NORMAL_STATE,0.207790702673283,0.8828778389553573,0.0,0.05,0.8
98,NORMAL_STATE,0.17745755006488945,0.7669936955696263,0.0,0.05,0.8
99,NORMAL_STATE,0.2330104007610505,0.7506277444872398,0.0,0.05,0.8
100,NORMAL_STATE,0.17909443708563672,0.7870961350650911,0.0,0.05,0.8
101,NORMAL_STATE,0.20749535203807956,0.8163676501733446,0.0,0.05,0.8
102,NORMAL_STATE,0.16808754723137392,0.8248914894200876,0.0,0.05,0.8
103,NORMAL_STATE,0.18022329288165823,0.7688038870781064,0.0,0.05,0.8
104,NORMAL_STATE,0.16312669206402566,0.8505711731509835,0.0,0.05,0.8
105,NORMAL_STATE,0.15253895024751157,0.7851037205210653,0.0,0.05,0.8
106,NORMAL_STATE,0.20719640641943918,0.8128210844272502,0.0,0.05,0.8
107,NORMAL_STATE,0.19221069716450953,0.8559105719955049,0.0,0.05,0.8
108,NORMAL_STATE,0.2116254693995358,0.8356123824225337,0.0,0.05,0.8
109,NORMAL_STATE,0.22501745433722045,0.7754611043999335,0.0,0.05,0.8
110,NORMAL_STATE,0.1511843566276176,0.7941397909430129,0.0,0.05,0.8
111,NORMAL_STATE,0.204946634079733,0.8500116731384775,0.0,0.05,0.8
112,NORMAL_STATE,0.18701658526977627,0.7345729250882185,0.0,0.05,0.8
113,NORMAL_STATE,0.16467937055263632,0.6900217087306889,0.0,0.05,0.8
114,NORMAL_STATE,0.19983838242708996,0.8311846609770412,0.0,0.05,0.8
115,NORMAL_STATE,0.19714645108164244,0.7558641144891047,0.0,0.05,0.8
