timestep,state_id,entropy_H,coherence_k,emergence_eta,bifurcation_B,reducibility_score
0,NORMAL_TRAFFIC,0.09348457857674242,0.9398639571711708,0.0,0.0,0.9
1,NORMAL_TRAFFIC,0.11183421633353956,0.9597007305112041,0.0,0.0,0.9
2,NORMAL_TRAFFIC,0.10153712089679344,0.955696630694554,0.0,0.0,0.9
3,NORMAL_TRAFFIC,0.11307356490958866,0.9404099179266286,0.0,0.0,0.9
4,NORMAL_TRAFFIC,0.08905532339676062,0.9601110397852973,0.0,0.0,0.9
5,NORMAL_TRAFFIC,0.09550983454717132,0.9432473736191916,0.0,0.0,0.9
6,NORMAL_TRAFFIC,0.08705939016007895,0.9379485143456693,0.0,0.0,0.9
7,NORMAL_TRAFFIC,0.09791481382496689,0.9515572088859611,0.0,0.0,0.9
8,NORMAL_TRAFFIC,0.09239891951011138,0.951099996176035,0.0,0.0,0.9
9,NORMAL_TRAFFIC,0.08608980190326453,0.9546043037818691,0.0,0.0,0.9
10,NORMAL_TRAFFIC,0.10178718034698861,0.9413442018601591,0.0,0.0,0.9
11,NORMAL_TRAFFIC,0.09091688468229438,0.9586624063501926,0.0,0.0,0.9
12,NORMAL_TRAFFIC,0.08482309046865232,0.9457979449837058,0.0,0.0,0.9
13,NORMAL_TRAFFIC,0.10931438753704481,0.9518023655623449,0.0,0.0,0.9
14,NORMAL_TRAFFIC,0.10030541445399872,0.9449086808114259,0.0,0.0,0.9
15,NORMAL_TRAFFIC,0.09910958949754434,0.9492720310251843,0.0,0.0,0.9
16,NORMAL_TRAFFIC,0.09107125410298694,0.9615445743347917,0.0,0.0,0.9
17,NORMAL_TRAFFIC,0.10563572571341968,0.9425082893982443,0.0,0.0,0.9
18,NORMAL_TRAFFIC,0.10511341104495397,0.9398520276397467,0.0,0.0,0.9
19,NORMAL_TRAFFIC,0.0916328879205537,0.9561568791094163,0.0,0.0,0.9
20,NORMAL_TRAFFIC,0.09308108650129328,0.940496557894603,0.0,0.0,0.9
21,NORMAL_TRAFFIC,0.08784974431019672,0.9448200097189046,0.0,0.0,0.9
22,NORMAL_TRAFFIC,0.11930069867707731,0.9521473474217934,0.0,0.0,0.9
23,NORMAL_TRAFFIC,0.11456695041982305,0.9515322914385479,0.0,0.0,0.9
24,NORMAL_TRAFFIC,0.10387279102205282,0.9502646511485181,0.0,0.0,0.9
25,NORMAL_TRAFFIC,0.12065488909507184,0.9515174378500217,0.0,0.0,0.9
26,NORMAL_TRAFFIC,0.09550440273116308,0.9312872013500578,0.0,0.0,0.9
27,NORMAL_TRAFFIC,0.09876702322025474,0.9455872720970279,0.0,0.0,0.9
28,NORMAL_TRAFFIC,0.09440262140880527,0.9517759904762961,0.0,0.0,0.9
29,NORMAL_TRAFFIC,0.08571924101736997,0.9380469077130525,0.0,0.0,0.9
30,NORMAL_TRAFFIC,0.10678262189372027,0.9708362863838643,0.0,0.0,0.9
31,NORMAL_TRAFFIC,0.10097811151115295,0.9658976674959107,0.0,0.0,0.9
32,NORMAL_TRAFFIC,0.09303355607568042,0.9459717213048714,0.0,0.0,0.9
33,NORMAL_TRAFFIC,0.11903481666371095,0.964669154811356,0.0,0.0,0.9
34,NORMAL_TRAFFIC,0.10118077151606594,0.9332281588738427,0.0,0.0,0.9
35,NORMAL_TRAFFIC,0.10915282959344776,0.967962051942506,0.0,0.0,0.9
36,NORMAL_TRAFFIC,0.1074358104733045,0.9489488214814853,0.0,0.0,0.9
37,NORMAL_TRAFFIC,0.0986377930931082,0.9456911021372472,0.0,0.0,0.9
38,NORMAL_TRAFFIC,0.10709849925590606,0.9605806924180068,0.0,0.0,0.9
39,NORMAL_TRAFFIC,0.09819303413453,0.9602842734358132,0.0,0.0,0.9
40,NORMAL_TRAFFIC,0.0924826958558686,0.9650457647037606,0.0,0.0,0.9
41,NORMAL_TRAFFIC,0.1011964043552658,0.9628868373078387,0.0,0.0,0.9
42,NORMAL_TRAFFIC,0.11341879843873565,0.9413373320081305,0.0,0.0,0.9
43,NORMAL_TRAFFIC,0.11018841876563247,0.959756247180223,0.0,0.0,0.9
44,NORMAL_TRAFFIC,0.10932437203553069,0.9423356404582637,0.0,0.0,0.9
45,NORMAL_TRAFFIC,0.10514565002683562,0.9561942607630782,0.0,0.0,0.9
46,NORMAL_TRAFFIC,0.10091486391243398,0.9551240756245019,0.0,0.0,0.9
47,NORMAL_TRAFFIC,0.10937987301952355,0.9377078781798008,0.0,0.0,0.9
48,NORMAL_TRAFFIC,0.08873017835061808,0.9479456303376267,0.0,0.0,0.9
49,NORMAL_TRAFFIC,0.0939034603617286,0.9612876659027929,0.0,0.0,0.9
50,NORMAL_TRAFFIC,0.09760229382081649,0.9280206636815803,0.0,0.0,0.9
51,NORMAL_TRAFFIC,0.1052140009543523,0.9493476168078685,0.0,0.0,0.9
52,NORMAL_TRAFFIC,0.08438858210516789,0.9488039459157526,0.0,0.0,0.9
53,NORMAL_TRAFFIC,0.08582758391525784,0.93515335050267,0.0,0.0,0.9
54,NORMAL_TRAFFIC,0.10593651660564915,0.9432883574045364,0.0,0.0,0.9
55,NORMAL_TRAFFIC,0.11230084262781684,0.9363583437926031,0.0,0.0,0.9
56,NORMAL_TRAFFIC,0.08953488119623315,0.9495929949645255,0.0,0.0,0.9
57,NORMAL_TRAFFIC,0.09481240415874305,0.937989666911717,0.0,0.0,0.9
58,NORMAL_TRAFFIC,0.10367952882083546,0.9428446839604923,0.0,0.0,0.9
59,NORMAL_TRAFFIC,0.10840573789226081,0.9635636259199549,0.0,0.0,0.9
60,NORMAL_TRAFFIC,0.11115135675099151,0.9710939650761008,0.0,0.0,0.9
61,NORMAL_TRAFFIC,0.1005781009539364,0.9558300480560651,0.0,0.0,0.9
62,NORMAL_TRAFFIC,0.09301351853315235,0.9400571655635587,0.0,0.0,0.9
63,NORMAL_TRAFFIC,0.09557516512701535,0.9601720127029558,0.0,0.0,0.9
64,NORMAL_TRAFFIC,0.09744997136130398,0.9649795578054916,0.0,0.0,0.9
65,NORMAL_TRAFFIC,0.09050258538518534,0.9446492508709224,0.0,0.0,0.9
66,NORMAL_TRAFFIC,0.09306031790391137,0.9586215200762225,0.0,0.0,0.9
67,NORMAL_TRAFFIC,0.10834707604503925,0.9555485574182566,0.0,0.0,0.9
68,NORMAL_TRAFFIC,0.10260927829591687,0.9412466133517022,0.0,0.0,0.9
69,NORMAL_TRAFFIC,0.09569090250945032,0.9565480512171558,0.0,0.0,0.9
70,NORMAL_TRAFFIC,0.10829963962184866,0.9483991990992036,0.0,0.0,0.9
71,NORMAL_TRAFFIC,0.10646680526293997,0.9522401201370774,0.0,0.0,0.9
72,NORMAL_TRAFFIC,0.0857283096709851,0.9677329432941336,0.0,0.0,0.9
73,NORMAL_TRAFFIC,0.09839312881505215,0.9437298130943661,0.0,0.0,0.9
74,NORMAL_TRAFFIC,0.08683939746120325,0.9505459623430784,0.0,0.0,0.9
75,NORMAL_TRAFFIC,0.09649014403970448,0.9477878072375371,0.0,0.0,0.9
76,NORMAL_TRAFFIC,0.09997949889717772,0.957571773133717,0.0,0.0,0.9
77,NORMAL_TRAFFIC,0.11382613876645534,0.948205131414623,0.0,0.0,0.9
78,NORMAL_TRAFFIC,0.08858366271252652,0.9443467473993303,0.0,0.0,0.9
79,NORMAL_TRAFFIC,0.09703837078645865,0.9528975299146515,0.0,0.0,0.9
80,NORMAL_TRAFFIC,0.07938180333719504,0.9564148234429463,0.0,0.0,0.9
81,NORMAL_TRAFFIC,0.08496482923395465,0.9533484564352057,0.0,0.0,0.9
